timestamp,hour,day_of_week,month,temperature,cloud_cover,solar_generation,residential_demand,commercial_demand,hospital_demand,school_demand,total_demand,battery_level
2026-01-01 19:00:00,19,3,1,7.12,0.438,0.0,35.96,66.06,53.63,4.8,160.45,0.0
2026-01-01 20:00:00,20,3,1,6.22,0.41,0.0,38.6,45.43,56.73,4.12,144.88,0.0
2026-01-01 21:00:00,21,3,1,4.88,0.447,0.0,36.13,17.23,56.44,4.63,114.43,0.0
2026-01-01 22:00:00,22,3,1,3.8,0.587,0.0,28.53,11.21,56.79,4.33,100.86,0.0
2026-01-01 23:00:00,23,3,1,2.65,0.688,0.0,18.16,11.25,66.66,5.03,101.1,0.0
2026-01-02 00:00:00,0,4,1,2.32,0.715,0.0,14.26,9.61,62.72,4.95,91.54,0.0
2026-01-02 01:00:00,1,4,1,1.66,0.644,0.0,11.73,8.99,62.19,5.06,87.97,0.0
2026-01-02 02:00:00,2,4,1,1.04,0.622,0.0,10.63,9.94,60.98,5.38,86.93,0.0
2026-01-02 03:00:00,3,4,1,0.97,0.576,0.0,12.66,11.61,61.91,4.3,90.48,0.0
2026-01-02 04:00:00,4,4,1,1.25,0.544,0.0,11.25,10.53,63.11,4.01,88.9,0.0
2026-01-02 05:00:00,5,4,1,2.79,0.512,0.0,16.09,8.12,60.91,5.85,90.97,0.0
2026-01-02 06:00:00,6,4,1,4.13,0.421,1.44,18.4,12.8,61.23,6.04,98.47,0.0
2026-01-02 07:00:00,7,4,1,5.7,0.473,55.72,26.85,13.26,54.77,7.48,102.36,0.0
2026-01-02 08:00:00,8,4,1,6.86,0.45,103.96,27.25,14.86,58.93,27.24,128.28,0.0
2026-01-02 09:00:00,9,4,1,7.08,0.319,185.76,18.19,40.84,55.83,46.94,161.8,22.04
2026-01-02 10:00:00,10,4,1,8.53,0.347,219.24,13.12,62.07,55.27,59.48,189.94,49.0
2026-01-02 11:00:00,11,4,1,9.79,0.32,251.23,12.78,79.74,55.55,65.93,214.0,83.25
2026-01-02 12:00:00,12,4,1,10.93,0.406,240.82,9.5,96.26,51.0,68.49,225.25,97.57
2026-01-02 13:00:00,13,4,1,11.73,0.484,209.1,9.48,104.26,52.81,62.37,228.92,76.03
2026-01-02 14:00:00,14,4,1,12.31,0.5,177.15,10.23,106.49,58.5,54.54,229.76,18.85
2026-01-02 15:00:00,15,4,1,12.09,0.561,135.17,11.36,107.66,51.18,41.8,212.0,0.0
2026-01-02 16:00:00,16,4,1,11.71,0.638,86.89,11.14,104.05,53.94,24.86,193.99,0.0
2026-01-02 17:00:00,17,4,1,11.03,0.738,34.24,17.36,93.5,54.7,5.51,171.07,0.0
2026-01-02 18:00:00,18,4,1,9.88,0.776,1.68,25.14,81.41,52.99,4.72,164.26,0.0
2026-01-02 19:00:00,19,4,1,8.88,0.755,0.0,34.0,57.8,56.35,5.61,153.76,0.0
2026-01-02 20:00:00,20,4,1,8.26,0.641,0.0,33.34,38.79,56.52,5.06,133.71,0.0
2026-01-02 21:00:00,21,4,1,6.97,0.641,0.0,34.05,15.57,60.09,3.59,113.3,0.0
2026-01-02 22:00:00,22,4,1,5.99,0.716,0.0,28.76,14.37,60.32,3.72,107.17,0.0
2026-01-02 23:00:00,23,4,1,4.77,0.734,0.0,19.29,10.2,62.29,3.64,95.42,0.0
2026-01-03 00:00:00,0,5,1,3.52,0.79,0.0,14.91,10.3,59.09,1.0,85.3,0.0
2026-01-03 01:00:00,1,5,1,2.17,0.795,0.0,16.8,6.87,59.23,1.0,83.9,0.0
2026-01-03 02:00:00,2,5,1,1.4,0.794,0.0,13.32,8.58,60.1,1.47,83.47,0.0
2026-01-03 03:00:00,3,5,1,1.73,0.773,0.0,11.74,9.24,63.42,1.73,86.13,0.0
2026-01-03 04:00:00,4,5,1,2.55,0.845,0.0,15.0,8.88,58.33,1.31,83.52,0.0
2026-01-03 05:00:00,5,5,1,2.74,0.896,0.0,17.41,10.15,64.43,2.11,94.1,0.0
2026-01-03 06:00:00,6,5,1,3.37,0.846,0.0,24.43,10.49,59.3,1.0,95.22,0.0
2026-01-03 07:00:00,7,5,1,4.14,0.803,28.96,33.93,8.98,59.35,2.55,104.81,0.0
2026-01-03 08:00:00,8,5,1,5.32,0.767,77.95,30.58,12.75,60.16,1.02,104.51,0.0
2026-01-03 09:00:00,9,5,1,6.66,0.779,88.83,20.35,18.03,56.82,2.26,97.46,0.0
2026-01-03 10:00:00,10,5,1,8.05,0.73,128.72,15.41,24.47,56.83,2.28,98.99,27.35
2026-01-03 11:00:00,11,5,1,9.2,0.745,131.07,10.41,33.78,56.21,1.9,102.3,53.82
2026-01-03 12:00:00,12,5,1,11.16,0.78,133.05,10.84,37.12,53.7,1.1,102.76,81.69
2026-01-03 13:00:00,13,5,1,11.78,0.812,119.48,10.27,41.15,54.22,1.0,106.64,93.5
2026-01-03 14:00:00,14,5,1,12.36,0.752,122.74,12.76,40.93,54.39,1.7,109.78,105.42
2026-01-03 15:00:00,15,5,1,13.05,0.725,104.65,11.64,39.52,54.94,1.33,107.43,102.4
2026-01-03 16:00:00,16,5,1,12.18,0.73,74.42,12.65,39.85,54.69,1.89,109.08,64.73
2026-01-03 17:00:00,17,5,1,11.74,0.691,38.79,16.54,38.27,54.49,1.0,110.3,0.0
2026-01-03 18:00:00,18,5,1,11.14,0.589,3.62,26.98,31.44,53.65,1.76,113.83,0.0
2026-01-03 19:00:00,19,5,1,9.57,0.499,0.0,37.95,27.59,54.21,3.22,122.97,0.0
2026-01-03 20:00:00,20,5,1,8.62,0.519,0.0,43.09,16.23,56.83,2.95,119.1,0.0
2026-01-03 21:00:00,21,5,1,7.9,0.533,0.0,36.29,6.85,55.76,1.13,100.03,0.0
2026-01-03 22:00:00,22,5,1,7.15,0.532,0.0,29.93,11.05,56.34,2.49,99.81,0.0
2026-01-03 23:00:00,23,5,1,5.46,0.53,0.0,20.08,6.13,57.52,1.33,85.06,0.0
2026-01-04 00:00:00,0,6,1,4.03,0.614,0.0,14.25,6.63,58.02,2.39,81.29,0.0
2026-01-04 01:00:00,1,6,1,2.98,0.668,0.0,12.47,12.32,61.72,2.8,89.31,0.0
2026-01-04 02:00:00,2,6,1,2.6,0.634,0.0,13.08,6.91,58.65,2.7,81.34,0.0
2026-01-04 03:00:00,3,6,1,2.58,0.609,0.0,15.11,8.79,60.57,1.35,85.82,0.0
2026-01-04 04:00:00,4,6,1,2.99,0.605,0.0,15.78,7.82,59.74,2.23,85.57,0.0
2026-01-04 05:00:00,5,6,1,3.65,0.524,0.0,18.26,9.24,56.41,2.17,86.08,0.0
2026-01-04 06:00:00,6,6,1,4.01,0.505,0.0,22.63,6.26,63.09,2.49,94.47,0.0
2026-01-04 07:00:00,7,6,1,4.14,0.499,51.51,34.13,6.13,59.0,2.16,101.42,0.0
2026-01-04 08:00:00,8,6,1,5.05,0.494,111.01,30.65,9.1,59.52,1.25,100.52,9.65
2026-01-04 09:00:00,9,6,1,6.38,0.472,156.3,23.1,18.96,58.73,2.91,103.7,58.04
2026-01-04 10:00:00,10,6,1,7.58,0.549,169.68,18.04,28.56,55.05,1.58,103.23,119.17
2026-01-04 11:00:00,11,6,1,9.16,0.482,211.02,14.39,33.95,56.64,1.46,106.44,215.38
2026-01-04 12:00:00,12,6,1,10.57,0.491,210.01,10.6,39.98,51.2,1.29,103.07,313.76
2026-01-04 13:00:00,13,6,1,10.85,0.395,230.13,11.55,42.16,53.71,1.0,108.42,424.16
2026-01-04 14:00:00,14,6,1,11.14,0.453,191.94,10.27,45.5,56.61,1.49,113.87,495.98
2026-01-04 15:00:00,15,6,1,11.66,0.439,162.57,14.5,41.07,51.94,2.32,109.83,500.0
2026-01-04 16:00:00,16,6,1,11.56,0.382,122.09,12.72,43.52,51.75,1.0,108.99,500.0
2026-01-04 17:00:00,17,6,1,10.75,0.331,63.08,18.22,37.85,56.44,1.0,113.51,445.18
2026-01-04 18:00:00,18,6,1,10.4,0.379,1.72,28.12,32.56,54.68,1.18,116.54,320.38
2026-01-04 19:00:00,19,6,1,9.51,0.377,0.0,34.48,25.2,54.57,1.0,115.25,195.11
2026-01-04 20:00:00,20,6,1,8.05,0.33,0.0,41.66,19.19,58.33,1.0,120.18,64.68
2026-01-04 21:00:00,21,6,1,6.75,0.434,0.0,39.21,11.22,58.43,1.44,110.3,0.0
2026-01-04 22:00:00,22,6,1,5.03,0.543,0.0,30.51,8.2,59.03,1.62,99.36,0.0
2026-01-04 23:00:00,23,6,1,3.96,0.621,0.0,23.28,8.0,58.1,1.0,90.38,0.0
2026-01-05 00:00:00,0,0,1,2.84,0.634,0.0,11.07,8.73,60.96,5.47,86.23,0.0
2026-01-05 01:00:00,1,0,1,1.29,0.582,0.0,15.49,16.34,62.64,3.94,98.41,0.0
2026-01-05 02:00:00,2,0,1,0.89,0.611,0.0,13.87,9.6,58.6,5.26,87.33,0.0
2026-01-05 03:00:00,3,0,1,0.47,0.628,0.0,11.81,12.13,61.64,4.29,89.87,0.0
2026-01-05 04:00:00,4,0,1,1.34,0.664,0.0,13.31,11.02,58.68,4.21,87.22,0.0
2026-01-05 05:00:00,5,0,1,1.65,0.626,0.0,15.48,13.12,61.27,4.6,94.47,0.0
2026-01-05 06:00:00,6,0,1,2.43,0.673,1.17,21.54,12.29,58.57,3.93,96.33,0.0
2026-01-05 07:00:00,7,0,1,3.65,0.725,30.67,30.25,12.55,61.56,6.01,110.37,0.0
2026-01-05 08:00:00,8,0,1,5.17,0.691,78.7,27.13,15.71,55.19,27.85,125.88,0.0
2026-01-05 09:00:00,9,0,1,6.91,0.705,111.38,17.46,40.09,55.36,46.07,158.98,0.0
2026-01-05 10:00:00,10,0,1,8.31,0.638,147.42,11.7,63.89,55.18,60.24,191.01,0.0
2026-01-05 11:00:00,11,0,1,9.91,0.609,173.04,10.7,80.24,52.33,64.65,207.92,0.0
2026-01-05 12:00:00,12,0,1,10.22,0.601,179.04,9.92,93.3,56.83,67.63,227.68,0.0
2026-01-05 13:00:00,13,0,1,11.0,0.506,206.93,8.15,102.82,53.28,64.99,229.24,0.0
2026-01-05 14:00:00,14,0,1,11.65,0.59,158.02,10.39,106.57,54.34,54.79,226.09,0.0
2026-01-05 15:00:00,15,0,1,11.32,0.622,125.27,9.01,111.74,55.28,41.8,217.83,0.0
2026-01-05 16:00:00,16,0,1,11.06,0.519,96.45,12.48,104.15,51.21,25.01,192.85,0.0
2026-01-05 17:00:00,17,0,1,10.28,0.541,50.57,17.04,94.29,54.5,5.57,171.4,0.0
2026-01-05 18:00:00,18,0,1,9.03,0.728,0.34,23.2,80.23,58.49,5.38,167.3,0.0
2026-01-05 19:00:00,19,0,1,7.13,0.754,0.0,33.65,66.0,56.61,4.11,160.37,0.0
2026-01-05 20:00:00,20,0,1,5.87,0.739,0.0,38.86,41.5,57.34,5.9,143.6,0.0
2026-01-05 21:00:00,21,0,1,4.75,0.676,0.0,34.6,16.9,60.05,5.0,116.55,0.0
2026-01-05 22:00:00,22,0,1,2.72,0.65,0.0,29.07,10.09,57.88,5.98,103.02,0.0
2026-01-05 23:00:00,23,0,1,1.39,0.68,0.0,20.49,9.77,63.04,6.23,99.53,0.0
2026-01-06 00:00:00,0,1,1,0.32,0.646,0.0,16.13,12.98,61.68,6.49,97.28,0.0
2026-01-06 01:00:00,1,1,1,-0.81,0.604,0.0,14.57,11.91,66.18,3.82,96.48,0.0
2026-01-06 02:00:00,2,1,1,-0.94,0.632,0.0,10.66,13.54,62.25,4.06,90.51,0.0
2026-01-06 03:00:00,3,1,1,-1.47,0.694,0.0,13.57,13.82,60.5,6.07,93.96,0.0
2026-01-06 04:00:00,4,1,1,-0.45,0.732,0.0,14.45,11.09,61.34,4.59,91.47,0.0
2026-01-06 05:00:00,5,1,1,0.2,0.647,0.0,12.69,10.83,62.87,4.61,91.0,0.0
2026-01-06 06:00:00,6,1,1,0.98,0.597,0.0,21.21,9.68,62.38,4.22,97.49,0.0
2026-01-06 07:00:00,7,1,1,1.71,0.657,46.13,29.2,9.65,61.4,6.39,106.64,0.0
2026-01-06 08:00:00,8,1,1,2.73,0.694,73.28,29.61,19.66,61.85,30.65,141.77,0.0
2026-01-06 09:00:00,9,1,1,3.66,0.663,117.13,21.59,43.62,60.65,50.46,176.32,0.0
2026-01-06 10:00:00,10,1,1,4.16,0.661,144.08,14.2,72.6,59.7,65.03,211.53,0.0
2026-01-06 11:00:00,11,1,1,5.66,0.64,168.39,11.55,89.38,58.4,72.65,231.98,0.0
2026-01-06 12:00:00,12,1,1,6.7,0.603,182.96,13.54,103.49,62.17,75.23,254.43,0.0
2026-01-06 13:00:00,13,1,1,7.34,0.502,201.94,11.15,116.13,61.32,70.68,259.28,0.0
2026-01-06 14:00:00,14,1,1,8.31,0.467,190.26,11.2,121.71,59.81,59.61,252.33,0.0
2026-01-06 15:00:00,15,1,1,8.25,0.412,160.59,11.08,115.83,58.25,44.08,229.24,0.0
2026-01-06 16:00:00,16,1,1,8.22,0.384,117.66,12.74,115.11,57.72,26.9,212.47,0.0
2026-01-06 17:00:00,17,1,1,7.52,0.333,71.79,17.54,104.46,61.21,6.82,190.03,0.0
2026-01-06 18:00:00,18,1,1,6.82,0.402,0.0,26.04,85.86,56.49,5.79,174.18,0.0
2026-01-06 19:00:00,19,1,1,5.46,0.361,0.0,34.21,68.47,59.95,4.61,167.24,0.0
2026-01-06 20:00:00,20,1,1,4.75,0.501,0.0,42.68,41.9,58.78,4.97,148.33,0.0
2026-01-06 21:00:00,21,1,1,3.6,0.574,0.0,39.33,16.04,59.58,6.19,121.14,0.0
2026-01-06 22:00:00,22,1,1,2.47,0.559,0.0,25.49,12.44,59.38,4.47,101.78,0.0
2026-01-06 23:00:00,23,1,1,1.74,0.577,0.0,20.85,12.71,57.33,5.82,96.71,0.0
2026-01-07 00:00:00,0,2,1,0.39,0.502,0.0,11.01,9.06,62.18,4.96,87.21,0.0
2026-01-07 01:00:00,1,2,1,-0.77,0.53,0.0,9.33,12.11,64.15,5.4,90.99,0.0
2026-01-07 02:00:00,2,2,1,-0.73,0.464,0.0,16.78,11.26,62.55,5.84,96.43,0.0
2026-01-07 03:00:00,3,2,1,-0.71,0.519,0.0,16.59,12.12,64.37,5.31,98.39,0.0
2026-01-07 04:00:00,4,2,1,0.17,0.435,0.0,13.86,10.54,60.81,6.15,91.36,0.0
2026-01-07 05:00:00,5,2,1,1.13,0.467,0.0,14.21,12.55,60.7,3.76,91.22,0.0
2026-01-07 06:00:00,6,2,1,1.99,0.557,1.0,22.95,11.59,58.98,4.0,97.52,0.0
2026-01-07 07:00:00,7,2,1,3.25,0.624,45.91,29.38,12.28,60.1,7.34,109.1,0.0
2026-01-07 08:00:00,8,2,1,4.47,0.597,86.62,28.51,17.8,59.26,28.96,134.53,0.0
2026-01-07 09:00:00,9,2,1,6.33,0.577,131.71,18.08,43.4,57.85,46.69,166.02,0.0
2026-01-07 10:00:00,10,2,1,7.97,0.576,159.9,11.04,63.81,57.84,59.81,192.5,0.0
2026-01-07 11:00:00,11,2,1,8.57,0.527,200.9,11.25,83.57,58.88,68.42,222.12,0.0
2026-01-07 12:00:00,12,2,1,9.83,0.538,197.56,12.58,96.28,51.21,69.78,229.85,0.0
2026-01-07 13:00:00,13,2,1,10.68,0.467,210.73,9.04,109.75,55.37,64.12,238.28,0.0
2026-01-07 14:00:00,14,2,1,11.51,0.412,201.68,10.14,110.5,53.52,54.44,228.6,0.0
2026-01-07 15:00:00,15,2,1,11.42,0.456,150.58,11.83,106.71,51.78,42.01,212.33,0.0
2026-01-07 16:00:00,16,2,1,11.6,0.415,114.66,11.81,103.74,53.26,23.76,192.57,0.0
2026-01-07 17:00:00,17,2,1,11.11,0.39,61.42,15.54,94.71,55.84,4.94,171.03,0.0
2026-01-07 18:00:00,18,2,1,9.74,0.506,0.75,25.43,79.37,53.61,4.49,162.9,0.0
2026-01-07 19:00:00,19,2,1,8.46,0.56,0.0,34.61,61.19,55.07,6.0,156.87,0.0
2026-01-07 20:00:00,20,2,1,7.52,0.566,0.0,35.9,44.12,60.9,6.78,147.7,0.0
2026-01-07 21:00:00,21,2,1,6.17,0.532,0.0,34.32,18.14,57.3,3.89,113.65,0.0
2026-01-07 22:00:00,22,2,1,4.35,0.638,0.0,28.12,10.19,61.07,4.59,103.97,0.0
2026-01-07 23:00:00,23,2,1,3.33,0.626,0.0,20.76,8.49,62.79,4.31,96.35,0.0
2026-01-08 00:00:00,0,3,1,2.06,0.66,0.0,11.07,13.39,59.77,4.86,89.09,0.0
2026-01-08 01:00:00,1,3,1,1.07,0.645,0.0,10.47,10.48,60.79,4.68,86.42,0.0
2026-01-08 02:00:00,2,3,1,0.73,0.6,0.0,13.75,12.92,61.55,5.75,93.97,0.0
2026-01-08 03:00:00,3,3,1,0.57,0.594,0.0,15.35,13.07,63.41,5.19,97.02,0.0
2026-01-08 04:00:00,4,3,1,1.29,0.567,0.0,12.36,14.61,61.9,4.55,93.42,0.0
2026-01-08 05:00:00,5,3,1,1.72,0.6,0.0,14.9,11.09,60.76,4.37,91.12,0.0
2026-01-08 06:00:00,6,3,1,2.59,0.565,1.83,20.16,10.52,61.48,5.62,97.78,0.0
2026-01-08 07:00:00,7,3,1,3.92,0.647,45.99,27.58,16.29,61.86,6.12,111.85,0.0
2026-01-08 08:00:00,8,3,1,4.77,0.636,83.59,24.24,14.96,59.59,28.77,127.56,0.0
2026-01-08 09:00:00,9,3,1,6.61,0.59,126.62,19.74,45.46,58.11,46.19,169.5,0.0
2026-01-08 10:00:00,10,3,1,7.01,0.609,154.46,11.54,65.0,57.6,62.74,196.88,0.0
2026-01-08 11:00:00,11,3,1,8.61,0.638,164.36,13.2,85.44,58.63,67.16,224.43,0.0
2026-01-08 12:00:00,12,3,1,9.99,0.69,156.11,10.17,97.28,55.4,69.42,232.27,0.0
2026-01-08 13:00:00,13,3,1,10.52,0.627,175.19,7.22,104.57,52.05,64.76,228.6,0.0
2026-01-08 14:00:00,14,3,1,10.86,0.471,187.76,13.6,110.66,53.2,55.65,233.11,0.0
2026-01-08 15:00:00,15,3,1,10.89,0.553,134.68,11.54,107.9,54.45,42.15,216.04,0.0
2026-01-08 16:00:00,16,3,1,10.0,0.573,98.66,11.69,104.66,55.77,23.83,195.95,0.0
2026-01-08 17:00:00,17,3,1,9.75,0.503,54.68,17.42,97.82,50.51,4.73,170.48,0.0
2026-01-08 18:00:00,18,3,1,8.87,0.489,1.35,25.61,83.53,57.66,4.28,171.08,0.0
2026-01-08 19:00:00,19,3,1,7.89,0.507,0.0,34.13,63.93,58.46,4.64,161.16,0.0
2026-01-08 20:00:00,20,3,1,6.32,0.53,0.0,39.16,42.58,56.85,5.51,144.1,0.0
2026-01-08 21:00:00,21,3,1,4.74,0.421,0.0,35.91,18.27,59.81,4.99,118.98,0.0
2026-01-08 22:00:00,22,3,1,2.93,0.453,0.0,27.79,8.38,58.34,4.95,99.46,0.0
2026-01-08 23:00:00,23,3,1,1.96,0.43,0.0,22.86,14.18,58.92,4.27,100.23,0.0
2026-01-09 00:00:00,0,4,1,1.56,0.471,0.0,13.16,15.22,59.99,4.72,93.09,0.0
2026-01-09 01:00:00,1,4,1,0.72,0.595,0.0,12.65,14.18,64.16,4.52,95.51,0.0
2026-01-09 02:00:00,2,4,1,0.45,0.595,0.0,9.9,12.98,64.78,4.47,92.13,0.0
2026-01-09 03:00:00,3,4,1,0.43,0.587,0.0,11.0,11.29,61.31,4.83,88.43,0.0
2026-01-09 04:00:00,4,4,1,0.59,0.579,0.0,11.47,12.59,62.34,3.58,89.98,0.0
2026-01-09 05:00:00,5,4,1,1.02,0.519,0.0,15.39,12.84,63.01,4.89,96.13,0.0
2026-01-09 06:00:00,6,4,1,1.22,0.587,0.38,18.2,12.47,64.02,5.34,100.03,0.0
2026-01-09 07:00:00,7,4,1,2.18,0.605,40.74,31.62,9.5,61.21,7.6,109.93,0.0
2026-01-09 08:00:00,8,4,1,3.43,0.649,85.64,27.0,16.55,61.29,30.81,135.65,0.0
2026-01-09 09:00:00,9,4,1,4.76,0.608,128.93,23.28,43.85,57.72,49.02,173.87,0.0
2026-01-09 10:00:00,10,4,1,6.75,0.629,147.53,12.72,71.16,53.36,62.14,199.38,0.0
2026-01-09 11:00:00,11,4,1,8.43,0.64,166.51,9.91,81.04,58.13,70.11,219.19,0.0
2026-01-09 12:00:00,12,4,1,8.64,0.67,165.96,10.51,102.04,58.01,70.55,241.11,0.0
2026-01-09 13:00:00,13,4,1,9.8,0.718,138.65,9.02,107.94,52.65,66.28,235.89,0.0
2026-01-09 14:00:00,14,4,1,10.07,0.724,124.92,10.87,111.27,54.48,56.79,233.41,0.0
2026-01-09 15:00:00,15,4,1,10.29,0.712,104.69,9.67,110.94,55.96,41.04,217.61,0.0
2026-01-09 16:00:00,16,4,1,10.66,0.702,73.46,11.62,107.05,54.87,25.54,199.08,0.0
2026-01-09 17:00:00,17,4,1,10.11,0.699,41.43,15.89,96.77,53.95,6.65,173.26,0.0
2026-01-09 18:00:00,18,4,1,9.49,0.694,2.5,24.42,83.34,54.68,4.7,167.14,0.0
2026-01-09 19:00:00,19,4,1,8.42,0.622,0.0,34.45,63.63,57.08,6.5,161.66,0.0
2026-01-09 20:00:00,20,4,1,7.66,0.585,0.0,38.11,41.86,56.74,4.4,141.11,0.0
2026-01-09 21:00:00,21,4,1,6.2,0.576,0.0,32.22,17.54,57.7,3.56,111.02,0.0
2026-01-09 22:00:00,22,4,1,4.58,0.581,0.0,26.54,10.63,61.49,3.53,102.19,0.0
2026-01-09 23:00:00,23,4,1,3.24,0.581,0.0,21.35,12.18,60.34,5.57,99.44,0.0
2026-01-10 00:00:00,0,5,1,2.3,0.671,0.0,14.53,3.83,62.04,2.1,82.5,0.0
2026-01-10 01:00:00,1,5,1,1.46,0.638,0.0,17.3,5.64,61.45,2.59,86.98,0.0
2026-01-10 02:00:00,2,5,1,0.96,0.571,0.0,12.95,7.81,60.2,2.38,83.34,0.0
2026-01-10 03:00:00,3,5,1,0.89,0.613,0.0,14.92,11.2,62.17,1.83,90.12,0.0
2026-01-10 04:00:00,4,5,1,1.64,0.486,0.0,14.73,6.52,60.42,1.79,83.46,0.0
2026-01-10 05:00:00,5,5,1,1.79,0.435,0.0,19.76,6.82,58.1,1.45,86.13,0.0
2026-01-10 06:00:00,6,5,1,1.95,0.378,1.17,24.82,9.68,62.5,1.0,98.0,0.0
2026-01-10 07:00:00,7,5,1,3.16,0.422,59.42,31.94,10.49,60.09,1.0,103.52,0.0
2026-01-10 08:00:00,8,5,1,3.86,0.441,116.2,30.56,13.6,59.96,1.0,105.12,10.19
2026-01-10 09:00:00,9,5,1,4.53,0.309,188.72,23.52,20.3,60.9,2.68,107.4,85.0
2026-01-10 10:00:00,10,5,1,6.34,0.232,250.38,16.21,24.9,57.62,1.1,99.83,195.4
2026-01-10 11:00:00,11,5,1,7.11,0.286,263.54,11.99,33.52,59.37,1.01,105.89,305.8
2026-01-10 12:00:00,12,5,1,8.1,0.264,275.31,12.55,43.02,54.95,1.84,112.36,416.2
2026-01-10 13:00:00,13,5,1,9.13,0.327,250.92,9.51,43.55,57.24,2.08,112.38,500.0
2026-01-10 14:00:00,14,5,1,9.52,0.347,212.45,13.33,45.58,58.73,2.38,120.02,500.0
2026-01-10 15:00:00,15,5,1,9.48,0.383,177.39,14.4,43.82,58.55,1.37,118.14,500.0
2026-01-10 16:00:00,16,5,1,9.2,0.494,105.65,15.57,39.51,57.3,2.62,115.0,489.84
2026-01-10 17:00:00,17,5,1,8.51,0.51,56.32,20.65,39.87,54.75,1.56,116.83,424.07
2026-01-10 18:00:00,18,5,1,7.4,0.57,0.0,28.92,35.87,56.8,1.51,123.1,293.64
2026-01-10 19:00:00,19,5,1,6.56,0.581,0.0,39.99,27.24,54.84,1.4,123.47,163.21
2026-01-10 20:00:00,20,5,1,4.85,0.546,0.0,44.32,19.22,58.77,1.09,123.4,32.78
2026-01-10 21:00:00,21,5,1,3.24,0.549,0.0,44.72,9.94,60.12,1.7,116.48,0.0
2026-01-10 22:00:00,22,5,1,2.03,0.511,0.0,35.18,8.62,62.57,1.0,107.37,0.0
2026-01-10 23:00:00,23,5,1,1.19,0.492,0.0,24.18,9.63,60.63,1.0,95.44,0.0
2026-01-11 00:00:00,0,6,1,0.06,0.514,0.0,14.03,10.73,64.79,1.05,90.6,0.0
2026-01-11 01:00:00,1,6,1,-0.03,0.429,0.0,15.84,12.64,61.99,1.11,91.58,0.0
2026-01-11 02:00:00,2,6,1,-0.84,0.492,0.0,12.95,3.0,64.12,1.58,81.65,0.0
2026-01-11 03:00:00,3,6,1,-0.73,0.526,0.0,15.54,8.7,63.01,1.1,88.35,0.0
2026-01-11 04:00:00,4,6,1,-0.71,0.58,0.0,15.6,7.66,62.62,1.47,87.35,0.0
2026-01-11 05:00:00,5,6,1,-0.04,0.437,0.0,17.23,4.2,63.58,1.0,86.01,0.0
2026-01-11 06:00:00,6,6,1,1.71,0.381,0.0,25.31,4.68,60.39,1.0,91.38,0.0
2026-01-11 07:00:00,7,6,1,2.23,0.42,56.6,33.3,4.28,61.99,1.26,100.83,0.0
2026-01-11 08:00:00,8,6,1,3.47,0.466,111.6,34.06,15.06,59.88,1.27,110.27,1.22
2026-01-11 09:00:00,9,6,1,4.64,0.483,156.56,20.81,16.73,58.62,2.14,98.3,54.82
2026-01-11 10:00:00,10,6,1,5.83,0.478,186.47,19.57,26.96,62.45,2.82,111.8,123.52
